ticker,fiscal_year,statement_type,item_id,item_name_vi,item_name_en,raw_value,currency,value_vnd,audit_status,collected_at,sign_rule_x,value_processor,value_status,sign_rule_y
DHG,2022,balance_sheet,bsa170,Người mua trả tiền trước dài hạn,Long-term advances from customers,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa171,Chi phí phải trả dài hạn,Long-term accrued expenses,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa172,Phải trả nội bộ về vốn kinh doanh,Intra-company payables for operating capital received,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa173,Trái phiếu chuyển đổi,Convertible bonds,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa174,Cổ phiếu ưu đãi,Preferred shares,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa175,Cổ phiếu phổ thông,Common shares,1307460000000.0,VND,1307460000000.0,audited,7/27/2026,always_positive,1307460000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa176,Quyền chọn chuyển đổi trái phiếu,Conversion options on convertible bonds,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa177,LNST chưa phân phối lũy kế đến cuối kỳ trước,Beginning accumulated undistributed earnings,29909699603.0,VND,29909699603.0,audited,7/27/2026,signed,29909699603.0,reported,signed
DHG,2022,balance_sheet,bsa178,LNST chưa phân phối kỳ này,Current period undistributed earnings,988455000000.0,VND,988455000000.0,audited,7/27/2026,signed,988455000000.0,reported,signed
DHG,2022,balance_sheet,bsa18,Tài sản lưu động khác,Other current assets,28417235830.0,VND,28417235830.0,audited,7/27/2026,always_positive,28417235830.0,reported,always_positive
DHG,2022,balance_sheet,bsa188,Xây dựng cơ bản đang dở dang,Construction in progress,92596259917.0,VND,92596259917.0,audited,7/27/2026,always_positive,92596259917.0,reported,always_positive
DHG,2022,balance_sheet,bsa19,Chi phí trả trước ngắn hạn,Short-term prepayments,12401507959.0,VND,12401507959.0,audited,7/27/2026,always_positive,12401507959.0,reported,always_positive
DHG,2022,balance_sheet,bsa2,Tiền và tương đương tiền,Cash and cash equivalents,34017813791.0,VND,34017813791.0,audited,7/27/2026,always_positive,34017813791.0,reported,always_positive
DHG,2022,balance_sheet,bsa20,Thuế GTGT được khấu trừ,VAT to be claimed,16015727871.0,VND,16015727871.0,audited,7/27/2026,always_positive,16015727871.0,reported,always_positive
DHG,2022,balance_sheet,bsa209,Lợi thế thương mại,Goodwill,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa21,Phải thu thuế khác,Other taxes receivable,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa210,Lợi ích cổ đông không kiểm soát,Minority interests,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa211,Nguồn kinh phí đã hình thành TSCĐ,Funds used for fixed asset acquisitions,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa22,Tài sản lưu động khác,Other current assets,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa23,TÀI SẢN DÀI HẠN,LONG-TERM ASSETS,949414000000.0,VND,949414000000.0,audited,7/27/2026,always_positive,949414000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa24,Phải thu dài hạn,Long-term trade receivables,822061880.0,VND,822061880.0,audited,7/27/2026,always_positive,822061880.0,reported,always_positive
DHG,2022,balance_sheet,bsa25,Phải thu khách hàng dài hạn,Long-term trade receivables from customers,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa26,Phải thu nội bộ dài hạn,Long-term intercompany receivables,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa27,Phải thu dài hạn khác,Other long-term receivables,822061880.0,VND,822061880.0,audited,7/27/2026,always_positive,822061880.0,reported,always_positive
DHG,2022,balance_sheet,bsa28,Dự phòng phải thu dài hạn,Provision for doubtful LT receivable,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa29,Tài sản cố định,Fixed assets,787387000000.0,VND,787387000000.0,audited,7/27/2026,always_positive,787387000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa3,Tiền,Cash,34017813791.0,VND,34017813791.0,audited,7/27/2026,always_positive,34017813791.0,reported,always_positive
DHG,2022,balance_sheet,bsa30,GTCL TSCĐ hữu hình,Tangible fixed assets,585575000000.0,VND,585575000000.0,audited,7/27/2026,always_positive,585575000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa31,Nguyên giá TSCĐ hữu hình,Cost,1481800000000.0,VND,1481800000000.0,audited,7/27/2026,always_positive,1481800000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa32,Khấu hao lũy kế TSCĐ hữu hình,Accumulated depreciation,-896228000000.0,VND,-896228000000.0,audited,7/27/2026,contra_asset,-896228000000.0,reported,contra_asset
DHG,2022,balance_sheet,bsa33,GTCL tài sản thuê tài chính,Finance lease assets,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa34,Nguyên giá tài sản thuê tài chính,Cost,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa35,Khấu hao lũy kế tài sản thuê tài chính,Accumulated depreciation,0.0,VND,0.0,audited,7/27/2026,contra_asset,0.0,zero_reported,contra_asset
DHG,2022,balance_sheet,bsa36,GTCL tài sản cố định vô hình,Intangible fixed assets,201812000000.0,VND,201812000000.0,audited,7/27/2026,always_positive,201812000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa37,Nguyên giá TSCĐ vô hình,Cost,252779000000.0,VND,252779000000.0,audited,7/27/2026,always_positive,252779000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa38,Khấu hao lũy kế TSCĐ vô hình,Accumulated depreciation,-50966930039.0,VND,-50966930039.0,audited,7/27/2026,contra_asset,-50966930039.0,reported,contra_asset
DHG,2022,balance_sheet,bsa39,Xây dựng cơ bản đang dang dở (trước 2015),Construction in progress (before 2015),0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa4,Các khoản tương đương tiền,Cash equivalents,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa40,Giá trị ròng tài sản đầu tư,Investment properties,14308981880.0,VND,14308981880.0,audited,7/27/2026,always_positive,14308981880.0,reported,always_positive
DHG,2022,balance_sheet,bsa41,Nguyên giá tài sản đầu tư,Cost,17304956819.0,VND,17304956819.0,audited,7/27/2026,always_positive,17304956819.0,reported,always_positive
DHG,2022,balance_sheet,bsa42,Khấu hao lũy kế tài sản đầu tư,Accumulated depreciation,-2995974939.0,VND,-2995974939.0,audited,7/27/2026,contra_asset,-2995974939.0,reported,contra_asset
DHG,2022,balance_sheet,bsa43,Đầu tư dài hạn,Long-term investments,3860000000.0,VND,3860000000.0,audited,7/27/2026,always_positive,3860000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa44,Đầu tư vào các công ty con,Investments in subsidiaries,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa45,Đầu tư vào các công ty liên kết,Investments in associates,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa46,Đầu tư dài hạn khác,Other long-term investments,24108379057.0,VND,24108379057.0,audited,7/27/2026,always_positive,24108379057.0,reported,always_positive
DHG,2022,balance_sheet,bsa47,Dự phòng giảm giá đầu tư dài hạn,Provision for long-term investments,-20248379057.0,VND,-20248379057.0,audited,7/27/2026,contra_asset,-20248379057.0,reported,contra_asset
DHG,2022,balance_sheet,bsa48,Lợi thế thương mại (trước 2015),Goodwill (before 2015),0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa49,Tài sản dài hạn khác,Other long-term assets,50439782378.0,VND,50439782378.0,audited,7/27/2026,always_positive,50439782378.0,reported,always_positive
DHG,2022,balance_sheet,bsa5,Đầu tư ngắn hạn,Short-term investments,2355000000000.0,VND,2355000000000.0,audited,7/27/2026,always_positive,2355000000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa50,Trả trước dài hạn,Long-term prepayments,34594969043.0,VND,34594969043.0,audited,7/27/2026,always_positive,34594969043.0,reported,always_positive
DHG,2022,balance_sheet,bsa51,Thuế thu nhập hoãn lại,Deferred income tax assets,15844813335.0,VND,15844813335.0,audited,7/27/2026,always_positive,15844813335.0,reported,always_positive
DHG,2022,balance_sheet,bsa52,Các tài sản dài hạn khác,Other long-term assets,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa53,TỔNG CỘNG TÀI SẢN,Total Assets,5168190000000.0,VND,5168190000000.0,audited,7/27/2026,always_positive,5168190000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa54,NỢ PHẢI TRẢ,Liabilities,876650000000.0,VND,876650000000.0,audited,7/27/2026,always_positive,876650000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa55,Nợ ngắn hạn,Current liabilities,811537000000.0,VND,811537000000.0,audited,7/27/2026,always_positive,811537000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa56,Vay ngắn hạn,Short-term borrowings,114723000000.0,VND,114723000000.0,audited,7/27/2026,always_positive,114723000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa57,Phải trả người bán,Trade accounts payable,364379000000.0,VND,364379000000.0,audited,7/27/2026,always_positive,364379000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa58,Người mua trả tiền trước,Advances from customers,44183901316.0,VND,44183901316.0,audited,7/27/2026,always_positive,44183901316.0,reported,always_positive
DHG,2022,balance_sheet,bsa59,Thuế và các khoản phải trả Nhà nước,Taxes and other payable to State Budget,37036207791.0,VND,37036207791.0,audited,7/27/2026,always_positive,37036207791.0,reported,always_positive
DHG,2022,balance_sheet,bsa6,Đầu tư ngắn hạn,Short-term investments,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa60,Phải trả người lao động,Payable to employees,170725000000.0,VND,170725000000.0,audited,7/27/2026,always_positive,170725000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa61,Chi phí phải trả,Accrued expenses,24364389787.0,VND,24364389787.0,audited,7/27/2026,always_positive,24364389787.0,reported,always_positive
DHG,2022,balance_sheet,bsa62,Phải trả nội bộ,Intercompany payables,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa63,Phải trả về xây dựng cơ bản,Construction contract in progress payables,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa64,Phải trả khác,Other payables,1844519967.0,VND,1844519967.0,audited,7/27/2026,always_positive,1844519967.0,reported,always_positive
DHG,2022,balance_sheet,bsa65,Dự phòng các khoản phải trả ngắn hạn,Provision for ST liabilities,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa66,"Quỹ khen thưởng, phúc lợi",Bonus and welfare funds,20236965376.0,VND,20236965376.0,audited,7/27/2026,always_positive,20236965376.0,reported,always_positive
DHG,2022,balance_sheet,bsa67,Nợ dài hạn,Long-term liabilities,65112897120.0,VND,65112897120.0,audited,7/27/2026,always_positive,65112897120.0,reported,always_positive
DHG,2022,balance_sheet,bsa68,Phải trả nhà cung cấp dài hạn,Long-term trade payables,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa69,Phải trả nội bộ dài hạn,Long-term intercompany payables,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa7,Dự phòng giảm giá,Provision for diminution,0.0,VND,0.0,audited,7/27/2026,contra_asset,0.0,zero_reported,contra_asset
DHG,2022,balance_sheet,bsa70,Phải trả dài hạn khác,Other long-term payables,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa71,Vay dài hạn,Long-term borrowings,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa72,Thuế thu nhập hoãn lại,Deferred income tax liabilities,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa73,Dự phòng trợ cấp thôi việc,Provision for severance allowances,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa74,Dự phòng các khoản nợ dài hạn,Provision for long-term liabilities,58827249515.0,VND,58827249515.0,audited,7/27/2026,always_positive,58827249515.0,reported,always_positive
DHG,2022,balance_sheet,bsa76,Doanh thu chưa thực hiện,Deferred revenue,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa77,Quỹ phát triển khoa học công nghệ,Technology-science development fund,6285647605.0,VND,6285647605.0,audited,7/27/2026,always_positive,6285647605.0,reported,always_positive
DHG,2022,balance_sheet,bsa78,Vốn chủ sở hữu,Owner's Equity,4291540000000.0,VND,4291540000000.0,audited,7/27/2026,signed,4291540000000.0,reported,signed
DHG,2022,balance_sheet,bsa79,Vốn và các quỹ,Capital and reserves,4291540000000.0,VND,4291540000000.0,audited,7/27/2026,always_positive,4291540000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa8,Các khoản phải thu,Accounts receivable,550503000000.0,VND,550503000000.0,audited,7/27/2026,always_positive,550503000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa80,Vốn góp,Paid-in capital,1307460000000.0,VND,1307460000000.0,audited,7/27/2026,always_positive,1307460000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa81,Thặng dư vốn cổ phần,Share premium,6778948000.0,VND,6778948000.0,audited,7/27/2026,always_positive,6778948000.0,reported,always_positive
DHG,2022,balance_sheet,bsa82,Vốn khác,Owner's other capital,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa83,Cổ phiếu quỹ,Treasury shares,0.0,VND,0.0,audited,7/27/2026,contra_asset,0.0,zero_reported,contra_asset
DHG,2022,balance_sheet,bsa84,Chênh lệch đánh giá lại tài sản,Differences upon asset revaluation,0.0,VND,0.0,audited,7/27/2026,signed,0.0,zero_reported,signed
DHG,2022,balance_sheet,bsa85,Chênh lệch tỷ giá,Foreign exchange differences,0.0,VND,0.0,audited,7/27/2026,signed,0.0,zero_reported,signed
DHG,2022,balance_sheet,bsa86,Quỹ đầu tư và phát triển,Investment and development funds,1958930000000.0,VND,1958930000000.0,audited,7/27/2026,always_positive,1958930000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa87,Quỹ dự phòng tài chính,Financial reserve funds,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa89,Quỹ khác,Other funds,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa9,Phải thu khách hàng,Trade accounts receivable,320498000000.0,VND,320498000000.0,audited,7/27/2026,always_positive,320498000000.0,reported,always_positive
DHG,2022,balance_sheet,bsa90,Lãi chưa phân phối,Undistributed earnings,1018360000000.0,VND,1018360000000.0,audited,7/27/2026,signed,1018360000000.0,reported,signed
DHG,2022,balance_sheet,bsa91,Quỹ hỗ trợ sắp xếp doanh nghiệp,Enterprise arrangement fund,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa92,Vốn Ngân sách nhà nước và quỹ khác,Budget sources and other funds,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa93,"Quỹ khen thưởng, phúc lợi (trước 2010)",Bonus and welfare funds (Before 2010),0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa94,Vốn ngân sách nhà nước và quỹ khác,Budget sources and other funds,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa95,Lợi ích của cổ đông thiểu số,Minority interests (Before 2015),0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bsa96,Tổng cộng nguồn vốn,Total resource,5168190000000.0,VND,5168190000000.0,audited,7/27/2026,always_positive,5168190000000.0,reported,always_positive
DHG,2022,balance_sheet,bsb108,Đầu tư nắm giữ đến ngày đáo hạn,Held-to-maturity investment,2355000000000.0,VND,2355000000000.0,audited,7/27/2026,always_positive,2355000000000.0,reported,always_positive
DHG,2022,balance_sheet,bsi141,Tài sản thiếu cần xử lý,Shortage of current assets waiting for solution,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,balance_sheet,bss134,Vốn kinh doanh ở các đơn vị trực thuộc,Paid-in capital in wholly-owned subsidiaries,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,cash_flow,cfa1,Lợi nhuận/(lỗ) trước thuế,Net profit/(loss) before tax,1099610000000.0,VND,1099610000000.0,audited,7/27/2026,signed,1099610000000.0,reported,signed
DHG,2022,cash_flow,cfa10,(Tăng)/giảm các khoản phải thu,(Increase)/decrease in receivables,34205818824.0,VND,34205818824.0,audited,7/27/2026,signed,34205818824.0,reported,signed
DHG,2022,cash_flow,cfa103,Phân bổ lợi thế thương mại,Amortization of goodwill,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,cash_flow,cfa104,Các khoản điều chỉnh khác,Other adjustments,0.0,VND,0.0,audited,7/27/2026,signed,0.0,zero_reported,signed
DHG,2022,cash_flow,cfa105,(Tăng)/giảm chứng khoán kinh doanh,(Increase)/decrease in trading securities,0.0,VND,0.0,audited,7/27/2026,signed,0.0,zero_reported,signed
DHG,2022,cash_flow,cfa11,(Tăng)/giảm hàng tồn kho,(Increase)/decrease in inventories,-177950000000.0,VND,-177950000000.0,audited,7/27/2026,signed,-177950000000.0,reported,signed
DHG,2022,cash_flow,cfa12,Tăng/(giảm) các khoản phải trả,Increase/(decrease) in payables,160321000000.0,VND,160321000000.0,audited,7/27/2026,signed,160321000000.0,reported,signed
DHG,2022,cash_flow,cfa13,(Tăng)/giảm chi phí trả trước,(Increase)/decrease in prepaid expenses,-15714025517.0,VND,-15714025517.0,audited,7/27/2026,signed,-15714025517.0,reported,signed
DHG,2022,cash_flow,cfa14,Tiền lãi vay đã trả,Interest paid,-12557573654.0,VND,-12557573654.0,audited,7/27/2026,expense_negative,-12557573654.0,reported,expense_negative
DHG,2022,cash_flow,cfa15,Thuế thu nhập doanh nghiệp đã nộp,Corporate Income Tax paid,-100999000000.0,VND,-100999000000.0,audited,7/27/2026,expense_negative,-100999000000.0,reported,expense_negative
DHG,2022,cash_flow,cfa16,Tiền thu khác từ hoạt động kinh doanh,Other receipts from operating activities,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,cash_flow,cfa17,Tiền chi khác cho hoạt động kinh doanh,Other payments on operating activities,-43908442589.0,VND,-43908442589.0,audited,7/27/2026,expense_negative,-43908442589.0,reported,expense_negative
DHG,2022,cash_flow,cfa18,Lưu chuyển tiền tệ ròng từ các hoạt động sản xuất kinh doanh,Net cash inflows/(outflows) from operating activities,901285000000.0,VND,901285000000.0,audited,7/27/2026,signed,901285000000.0,reported,signed
DHG,2022,cash_flow,cfa19,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",Purchases of fixed assets and other long term assets,-233992000000.0,VND,-233992000000.0,audited,7/27/2026,expense_negative,-233992000000.0,reported,expense_negative
DHG,2022,cash_flow,cfa2,Khấu hao TSCĐ và BĐSĐT,Depreciation and amortization,81001086959.0,VND,81001086959.0,audited,7/27/2026,always_positive,81001086959.0,reported,always_positive
DHG,2022,cash_flow,cfa20,"Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",Proceeds from disposal of fixed assets,3334204498.0,VND,3334204498.0,audited,7/27/2026,always_positive,3334204498.0,reported,always_positive
DHG,2022,cash_flow,cfa21,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Loans granted, purchases of debt instruments",-3770000000000.0,VND,-3770000000000.0,audited,7/27/2026,expense_negative,-3770000000000.0,reported,expense_negative
DHG,2022,cash_flow,cfa22,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Collection of loans, proceeds from sales of debts instruments",3525000000000.0,VND,3525000000000.0,audited,7/27/2026,always_positive,3525000000000.0,reported,always_positive
DHG,2022,cash_flow,cfa23,Tiền chi đầu tư góp vốn vào đơn vị khác,Investments in other entities,0.0,VND,0.0,audited,7/27/2026,expense_negative,0.0,zero_reported,expense_negative
DHG,2022,cash_flow,cfa24,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Proceeds from divestment in other entities,3205772441.0,VND,3205772441.0,audited,7/27/2026,always_positive,3205772441.0,reported,always_positive
DHG,2022,cash_flow,cfa25,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",Dividends and interest received,118723000000.0,VND,118723000000.0,audited,7/27/2026,signed,118723000000.0,reported,signed
DHG,2022,cash_flow,cfa26,Lưu chuyển tiền thuần từ hoạt động đầu tư,Net cash inflows/(outflows) from investing activities,-353729000000.0,VND,-353729000000.0,audited,7/27/2026,signed,-353729000000.0,reported,signed
DHG,2022,cash_flow,cfa27,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",Proceeds from issue of shares,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,cash_flow,cfa28,"Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",Payments for share returns and repurchases,0.0,VND,0.0,audited,7/27/2026,expense_negative,0.0,zero_reported,expense_negative
DHG,2022,cash_flow,cfa29,Tiền thu được các khoản đi vay,Proceeds from loans,737941000000.0,VND,737941000000.0,audited,7/27/2026,always_positive,737941000000.0,reported,always_positive
DHG,2022,cash_flow,cfa3,Chi phí dự phòng,Provisions,-16073768863.0,VND,-16073768863.0,audited,7/27/2026,signed,-16073768863.0,reported,signed
DHG,2022,cash_flow,cfa30,Tiền trả nợ gốc vay,Repayment of loans,-830609000000.0,VND,-830609000000.0,audited,7/27/2026,expense_negative,-830609000000.0,reported,expense_negative
DHG,2022,cash_flow,cfa31,Tiền trả nợ gốc thuê tài chính,Finance lease principal payments,0.0,VND,0.0,audited,7/27/2026,expense_negative,0.0,zero_reported,expense_negative
DHG,2022,cash_flow,cfa32,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",Dividends paid,-457611000000.0,VND,-457611000000.0,audited,7/27/2026,signed,-457611000000.0,reported,signed
DHG,2022,cash_flow,cfa33,Tiền lãi đã nhận,"Interests, dividends, profits received",0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,cash_flow,cfa34,Lưu chuyển tiền thuần từ hoạt động tài chính,Net cash inflows/(outflows) from financing activities,-550279000000.0,VND,-550279000000.0,audited,7/27/2026,signed,-550279000000.0,reported,signed
DHG,2022,cash_flow,cfa35,Lưu chuyển tiền thuần trong kỳ,Net increase in cash and cash equivalents,-2723562595.0,VND,-2723562595.0,audited,7/27/2026,signed,-2723562595.0,reported,signed
DHG,2022,cash_flow,cfa36,Tiền và tương đương tiền đầu kỳ,Cash and cash equivalents at the beginning of period,36963568653.0,VND,36963568653.0,audited,7/27/2026,always_positive,36963568653.0,reported,always_positive
DHG,2022,cash_flow,cfa37,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Effect of foreign exchange differences,-222192267.0,VND,-222192267.0,audited,7/27/2026,signed,-222192267.0,reported,signed
DHG,2022,cash_flow,cfa38,Tiền và tương đương tiền cuối kỳ,Cash and cash equivalents at the end of period,34017813791.0,VND,34017813791.0,audited,7/27/2026,always_positive,34017813791.0,reported,always_positive
DHG,2022,cash_flow,cfa4,Lãi/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Unrealized foreign exchange gain/(loss),-6894188664.0,VND,-6894188664.0,audited,7/27/2026,signed,-6894188664.0,reported,signed
DHG,2022,cash_flow,cfa5,Lãi/(lỗ) từ thanh lý tài sản cố định,Profit/loss from liquidating fixed assets,0.0,VND,0.0,audited,7/27/2026,signed,0.0,zero_reported,signed
DHG,2022,cash_flow,cfa6,(Lãi)/lỗ từ hoạt động đầu tư,Profit/loss from investing activities,-112319000000.0,VND,-112319000000.0,audited,7/27/2026,signed,-112319000000.0,reported,signed
DHG,2022,cash_flow,cfa7,Chi phí lãi vay,Interest expense,12558694966.0,VND,12558694966.0,audited,7/27/2026,signed,12558694966.0,reported,signed
DHG,2022,cash_flow,cfa8,Thu lãi và cổ tức,Interest income and dividend,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
DHG,2022,cash_flow,cfa9,Lợi nhuận/(lỗ) từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Operating profit/(loss) before changes in Working Capital,1057890000000.0,VND,1057890000000.0,audited,7/27/2026,signed,1057890000000.0,reported,signed
DHG,2022,income_statement,isa1,Doanh thu bán hàng và cung cấp dịch vụ,Sales,5181740000000.0,VND,5181740000000.0,audited,7/27/2026,always_positive,5181740000000.0,reported,always_positive
DHG,2022,income_statement,isa10,Chi phí quản lý doanh nghiệp,General and admin expenses,-268213000000.0,VND,-268213000000.0,audited,7/27/2026,,-268213000000.0,reported,
DHG,2022,income_statement,isa102,Lãi/(lỗ) từ công ty liên doanh (từ năm 2015),Gain/(loss) from joint ventures (from 2015),0.0,VND,0.0,audited,7/27/2026,signed,0.0,zero_reported,signed
DHG,2022,income_statement,isa11,Lãi/(lỗ) từ hoạt động kinh doanh,Operating profit/(loss),1112060000000.0,VND,1112060000000.0,audited,7/27/2026,signed,1112060000000.0,reported,signed
DHG,2022,income_statement,isa12,Thu nhập khác,Other incomes,9673632221.0,VND,9673632221.0,audited,7/27/2026,always_positive,9673632221.0,reported,always_positive
DHG,2022,income_statement,isa13,Chi phí khác,Other expenses,-22117946991.0,VND,-22117946991.0,audited,7/27/2026,expense_negative,-22117946991.0,reported,expense_negative
DHG,2022,income_statement,isa14,"Thu nhập khác, ròng",Net other income/(expenses),-12444314770.0,VND,-12444314770.0,audited,7/27/2026,always_positive,-12444314770.0,reported,always_positive
DHG,2022,income_statement,isa15,Lãi/(lỗ) từ công ty liên doanh,Income from investments in other entities,0.0,VND,0.0,audited,7/27/2026,signed,0.0,zero_reported,signed
DHG,2022,income_statement,isa16,Lãi/(lỗ) trước thuế,Net accounting profit/(loss) before tax,1099610000000.0,VND,1099610000000.0,audited,7/27/2026,signed,1099610000000.0,reported,signed
